Pulse,Actual_Normalized,Model_Normalized,Residual,Actual_Current
81,0.8375350140056026,0.7630558311054553,0.07447918290014732,4.173998044965787e-06
82,0.8431372549019605,0.7602565857680906,0.08288066913386982,4.18377321603128e-06
83,0.8319327731092434,0.7574603234376134,0.07447244967163003,4.164222873900293e-06
84,0.8375350140056026,0.7546670409351918,0.08286797307041083,4.173998044965787e-06
85,0.8263305322128851,0.7518767350853814,0.07445379712750366,4.154447702834799e-06
86,0.8319327731092434,0.749089402716122,0.0828433703931214,4.164222873900293e-06
87,0.8375350140056026,0.7463050406587334,0.09122997334686922,4.173998044965787e-06
88,0.8151260504201681,0.7435236457479122,0.07160240467225587,4.134897360703812e-06
89,0.8319327731092434,0.7407452148217282,0.09118755828751524,4.164222873900293e-06
90,0.8151260504201681,0.7379697447216205,0.07715630569854759,4.134897360703812e-06
91,0.8207282913165266,0.7351972322923942,0.08553105902413238,4.144672531769306e-06
92,0.8095238095238091,0.7324276743822168,0.0770961351415923,4.125122189638318e-06
93,0.8151260504201681,0.7296610678426144,0.08546498257755364,4.134897360703812e-06
94,0.803921568627451,0.7268974095284685,0.07702415909898253,4.115347018572825e-06
95,0.803921568627451,0.7241366962980118,0.0797848723294392,4.115347018572825e-06
96,0.8095238095238091,0.7213789250128254,0.08814488451098368,4.125122189638318e-06
97,0.7815126050420165,0.7186240925378347,0.06288851250418181,4.07624633431085e-06
98,0.7927170868347335,0.7158721957413058,0.07684489109342774,4.095796676441837e-06
99,0.7871148459383754,0.7131232314948424,0.07399161444353308,4.086021505376344e-06
100,0.7647058823529409,0.7103771966733818,0.05432868567955906,4.046920821114369e-06
101,0.7815126050420165,0.7076340881551917,0.07387851688682479,4.07624633431085e-06
102,0.7871148459383754,0.7048939028218661,0.08222094311650929,4.086021505376344e-06
103,0.7815126050420165,0.7021566375583226,0.07935596748369389,4.07624633431085e-06
104,0.775910364145658,0.699422289252798,0.07648807489285991,4.066471163245356e-06
105,0.7815126050420165,0.6966908547968453,0.08482175024517113,4.07624633431085e-06
106,0.7647058823529409,0.69396233108533,0.0707435512676109,4.046920821114369e-06
107,0.775910364145658,0.6912367150164265,0.08467364912923148,4.066471163245356e-06
108,0.7591036414565826,0.6885140034916146,0.07058963796496798,4.0371456500488756e-06
109,0.7703081232492994,0.6857941934156763,0.08451392983362316,4.056695992179863e-06
110,0.7535014005602241,0.6830772816966918,0.07042411886353228,4.027370478983382e-06
111,0.7591036414565826,0.6803632652460362,0.07874037621054641,4.0371456500488756e-06
112,0.7535014005602241,0.677652140978376,0.07584925958184807,4.027370478983382e-06
113,0.742296918767507,0.6749439058116656,0.0673530129558414,4.007820136852395e-06
114,0.7591036414565826,0.6722385566671438,0.08686508478943877,4.0371456500488756e-06
115,0.7478991596638656,0.6695360904693303,0.07836306919453528,4.017595307917888e-06
116,0.7478991596638656,0.6668365041460219,0.08106265551784364,4.017595307917888e-06
117,0.7310924369747895,0.6641397946282898,0.06695264234649978,3.988269794721407e-06
118,0.7703081232492994,0.661445958850475,0.10886216439882446,4.056695992179863e-06
119,0.7254901960784315,0.6587549937501859,0.06673520232824559,3.978494623655914e-06
120,0.7310924369747895,0.6560668962682941,0.07502554070649547,3.988269794721407e-06
121,0.7030812324929969,0.653381663348931,0.049699569144065925,3.939393939393939e-06
122,0.7254901960784315,0.6506992919394848,0.07479090413894662,3.978494623655914e-06
123,0.7254901960784315,0.6480197789905967,0.07747041708783475,3.978494623655914e-06
124,0.714285714285714,0.6453431214561571,0.06894259282955684,3.958944281524926e-06
125,0.7198879551820725,0.6426693162933027,0.07721863888876979,3.96871945259042e-06
126,0.714285714285714,0.6399983604624129,0.0742873538233011,3.958944281524926e-06
127,0.7198879551820725,0.6373302509271059,0.08255770425496656,3.96871945259042e-06
128,0.7086834733893554,0.6346649846542362,0.07401848873511929,3.9491691104594326e-06
129,0.6974789915966384,0.63200255861389,0.06547643298274841,3.9296187683284454e-06
130,0.7030812324929969,0.6293429697793826,0.07373826271361428,3.939393939393939e-06
131,0.6918767507002801,0.6266862151272548,0.06519053557302534,3.919843597262952e-06
132,0.6918767507002801,0.6240322916372689,0.06784445906301118,3.919843597262952e-06
133,0.6862745098039216,0.6213811962924062,0.0648933135115154,3.910068426197458e-06
134,0.6918767507002801,0.6187329260788627,0.07314382462141744,3.919843597262952e-06
135,0.680672268907563,0.6160874779860461,0.06458479092151692,3.900293255131965e-06
136,0.680672268907563,0.6134448490065727,0.06722741990099035,3.900293255131965e-06
137,0.680672268907563,0.6108050361362631,0.06986723277129991,3.900293255131965e-06
138,0.6750700280112045,0.6081680363741397,0.06690199163706478,3.890518084066471e-06
139,0.6694677871148456,0.6055338467224227,0.06393394039242284,3.880742913000977e-06
140,0.6694677871148456,0.6029024641865268,0.06656532292831874,3.880742913000977e-06
141,0.6638655462184875,0.600273885775058,0.06359166044342945,3.870967741935484e-06
142,0.6470588235294115,0.59764810849981,0.04941071502960148,3.8416422287390024e-06
143,0.6638655462184875,0.5950251293757609,0.06884041684272657,3.870967741935484e-06
144,0.6582633053221285,0.5924049454210698,0.0658583599010587,3.86119257086999e-06
145,0.65266106442577,0.5897875536570734,0.06287351076869663,3.851417399804496e-06
146,0.65266106442577,0.5871729511082824,0.0654881133174876,3.851417399804496e-06
147,0.6414565826330529,0.5845611348023786,0.05689544783067435,3.831867057673509e-06
148,0.6470588235294115,0.5819521017702112,0.06510672175920029,3.8416422287390024e-06
149,0.6358543417366944,0.5793458490457933,0.05650849269090108,3.822091886608015e-06
150,0.6470588235294115,0.5767423736662989,0.07031644986311258,3.8416422287390024e-06
151,0.6414565826330529,0.5741416726720592,0.06731490996099376,3.831867057673509e-06
152,0.6358543417366944,0.5715437431065593,0.06431059863013511,3.822091886608015e-06
153,0.6134453781512605,0.5689485820164351,0.04449679613482549,3.7829912023460406e-06
154,0.6246498599439776,0.5663561864514695,0.058293673492508136,3.8025415444770277e-06
155,0.6246498599439776,0.5637665534645894,0.06088330647938822,3.8025415444770277e-06
156,0.6190476190476191,0.5611796801118623,0.05786793893575681,3.7927663734115346e-06
157,0.6246498599439776,0.5585955634524928,0.06605429649148475,3.8025415444770277e-06
158,0.6022408963585435,0.5560142005488196,0.04622669580972394,3.763440860215054e-06
159,0.6134453781512605,0.5534355884663115,0.06000978968494908,3.7829912023460406e-06
160,0.6022408963585435,0.5508597242735647,0.05138117208497883,3.763440860215054e-06
161,0.6190476190476191,0.5482866050422992,0.07076101400531987,3.7927663734115346e-06
162,0.596638655462185,0.5457162278473556,0.050922427614829346,3.75366568914956e-06
163,0.591036414565826,0.5431485897666917,0.04788782479913434,3.743890518084066e-06
164,0.607843137254902,0.5405836878813789,0.06725944937352313,3.773216031280547e-06
165,0.5854341736694679,0.5380215192755994,0.04741265439386855,3.7341153470185727e-06
166,0.596638655462185,0.5354620810366426,0.06117657442554236,3.75366568914956e-06
167,0.579831932773109,0.5329053702549018,0.04692656251820715,3.7243401759530787e-06
168,0.5854341736694679,0.5303513840238708,0.0550827896455971,3.7341153470185727e-06
169,0.579831932773109,0.5278001194401409,0.052031813332968024,3.7243401759530787e-06
170,0.5686274509803919,0.5252515736033972,0.043375877376994665,3.7047898338220916e-06
171,0.5630252100840336,0.5227057436164158,0.04031946646761786,3.695014662756598e-06
172,0.5742296918767504,0.5201626265850599,0.054067065291690586,3.7145650048875847e-06
173,0.5686274509803919,0.5176222196182769,0.05100523136211499,3.7047898338220916e-06
174,0.5742296918767504,0.5150845198280953,0.059145172048655104,3.7145650048875847e-06
175,0.5686274509803919,0.512549524329621,0.05607792665077094,3.7047898338220916e-06
176,0.5518207282913166,0.5100172302410338,0.04180349805028272,3.675464320625611e-06
177,0.5574229691876751,0.5074876346835853,0.04993533450408982,3.6852394916911044e-06
178,0.546218487394958,0.504960734781594,0.04125775261336406,3.665689149560117e-06
179,0.546218487394958,0.5024365276624434,0.04378195973251464,3.665689149560117e-06
180,0.5406162464985995,0.4999150104565781,0.040701236042021416,3.6559139784946237e-06
181,0.546218487394958,0.4973961802975005,0.04882230709745755,3.665689149560117e-06
182,0.546218487394958,0.4948800343217677,0.05133845307319035,3.665689149560117e-06
183,0.529411764705882,0.4923665696689883,0.03704519503689374,3.6363636363636357e-06
184,0.535014005602241,0.489855783481819,0.045158222120421976,3.6461388074291297e-06
185,0.523809523809524,0.48734767290596154,0.03646185090356241,3.6265884652981426e-06
186,0.523809523809524,0.4848422350901591,0.038967288719364834,3.6265884652981426e-06
187,0.518207282913165,0.4823394671861935,0.03586781572697145,3.6168132942326486e-06
188,0.518207282913165,0.47983936634888175,0.03836791656428323,3.6168132942326486e-06
189,0.518207282913165,0.47734192973607265,0.040865353177092334,3.6168132942326486e-06
190,0.5014005602240894,0.47484715450864384,0.026553405715445566,3.587487781036168e-06
191,0.5014005602240894,0.47235503783049854,0.029045522393590872,3.587487781036168e-06
192,0.5070028011204479,0.46986557686856206,0.03713722425188587,3.5972629521016615e-06
193,0.5126050420168065,0.46737876879277895,0.0452262732240275,3.607038123167155e-06
194,0.5014005602240894,0.4648946107761095,0.03650594944797991,3.587487781036168e-06
195,0.4957983193277311,0.4624130999945267,0.03338521933320443,3.577712609970674e-06
196,0.4957983193277311,0.4599342336270128,0.03586408570071831,3.577712609970674e-06
197,0.4901960784313726,0.45745800885555643,0.03273806957581615,3.5679374389051807e-06
198,0.4901960784313726,0.4549844228651491,0.035211655566223465,3.5679374389051807e-06
199,0.473389355742297,0.45251347284378224,0.020875882898514775,3.5386119257086996e-06
200,0.48459383753501406,0.4500451559824438,0.03454868155257024,3.5581622678396867e-06
201,0.473389355742297,0.44757946947511523,0.02580988626718178,3.5386119257086996e-06
202,0.46778711484593805,0.44511641051876805,0.02267070432717,3.5288367546432056e-06
203,0.47899159663865554,0.44265597631336095,0.03633562032529458,3.5483870967741936e-06
204,0.473389355742297,0.4401981640618365,0.03319119168046053,3.5386119257086996e-06
205,0.46218487394957997,0.4377429709701178,0.024441902979462193,3.5190615835777125e-06
206,0.4509803921568625,0.4352903942471056,0.015689997909756892,3.499511241446725e-06
207,0.46218487394957997,0.43284043110467485,0.029344442844905116,3.5190615835777125e-06
208,0.4453781512605044,0.4303930787576718,0.014985072502832597,3.4897360703812317e-06
209,0.4509803921568625,0.42794833442391056,0.023032057732951916,3.499511241446725e-06
210,0.43977591036414543,0.4255061953241701,0.014269715039975317,3.4799608993157377e-06
211,0.43977591036414543,0.4230666586821912,0.01670925168195425,3.4799608993157377e-06
212,0.43977591036414543,0.42062972172467283,0.019146188639472594,3.4799608993157377e-06
213,0.4341736694677869,0.4181953816812697,0.01597828778651722,3.4701857282502437e-06
214,0.4453781512605044,0.4157636357845884,0.02961451547591598,3.4897360703812317e-06
215,0.43977591036414543,0.4133344812701848,0.026441429093960633,3.4799608993157377e-06
216,0.4453781512605044,0.41090791537656063,0.03447023588394377,3.4897360703812317e-06
217,0.4229691876750701,0.40848393534516036,0.014485252329909715,3.4506353861192566e-06
218,0.4229691876750701,0.40606253842036816,0.016906649254701922,3.4506353861192566e-06
219,0.41176470588235303,0.4036437218495047,0.008120984032848333,3.4310850439882695e-06
220,0.41736694677871156,0.401227482882824,0.01613946389588755,3.4408602150537635e-06
221,0.4061624649859945,0.39881381877351035,0.007348646212484156,3.421309872922776e-06
222,0.4061624649859945,0.39640272677767524,0.009759738208319269,3.421309872922776e-06
223,0.41176470588235303,0.3939942041543541,0.017770501727998933,3.4310850439882695e-06
224,0.4061624649859945,0.39158824816550325,0.01457421682049126,3.421309872922776e-06
225,0.39495798319327746,0.3891848560759969,0.005773127117280563,3.4017595307917887e-06
226,0.400560224089636,0.3867840251536238,0.013776198936012174,3.4115347018572823e-06
227,0.3837535014005604,0.3843857526690844,-0.0006322512685240089,3.3822091886608016e-06
228,0.3893557422969185,0.38199003589598757,0.007365706400930927,3.3919843597262948e-06
229,0.3837535014005604,0.37959687211084747,0.004156629289712943,3.3822091886608016e-06
230,0.3837535014005604,0.3772062585930807,0.006547242807479703,3.3822091886608016e-06
231,0.3725490196078429,0.3748181926250029,-0.0022691730171599533,3.3626588465298136e-06
232,0.3837535014005604,0.3724326714918258,0.01132082990873462,3.3822091886608016e-06
233,0.3725490196078429,0.37004969248165426,0.0024993271261886663,3.3626588465298136e-06
234,0.3669467787114844,0.36766925288548297,-0.0007224741739985663,3.3528836754643205e-06
235,0.3725490196078429,0.3652913499971935,0.007257669610649442,3.3626588465298136e-06
236,0.3669467787114844,0.3629159811135511,0.004030797597933289,3.3528836754643205e-06
237,0.400560224089636,0.36054314353420186,0.040017080555434126,3.4115347018572823e-06
238,0.3557422969187676,0.3581728345616694,-0.0024305376429017977,3.333333333333333e-06
239,0.3613445378151261,0.35580505150135183,0.005539486313774267,3.3431085043988265e-06
240,0.35014005602240905,0.3534397916615189,-0.0032997356391098465,3.3235581622678393e-06
241,0.3557422969187676,0.3510770523533087,0.004665244565458859,3.333333333333333e-06
242,0.34453781512605053,0.3487168308907248,-0.0041790157646742765,3.3137829912023458e-06
243,0.35014005602240905,0.34635912459063295,0.0037809314317761022,3.3235581622678393e-06
244,0.34453781512605053,0.34400393077275826,0.0005338843532922688,3.3137829912023458e-06
245,0.3333333333333335,0.341651246759682,-0.008317913426348522,3.2942326490713586e-06
246,0.3333333333333335,0.3393010698768388,-0.005967736543505298,3.2942326490713586e-06
247,0.3277310924369745,0.3369533974525131,-0.009222305015538612,3.2844574780058646e-06
248,0.3277310924369745,0.33460822681783686,-0.006877134380862349,3.2844574780058646e-06
249,0.31652661064425747,0.3322655553067858,-0.015738944662528342,3.2649071358748775e-06
250,0.32212885154061643,0.3299253802561768,-0.007796528715560358,3.2746823069403715e-06
251,0.31652661064425747,0.3275876990056647,-0.011061088361407234,3.2649071358748775e-06
252,0.31652661064425747,0.3252525088977394,-0.008725898253481912,3.2649071358748775e-06
253,0.31652661064425747,0.3229198072777227,-0.006393196633465215,3.2649071358748775e-06
254,0.3053221288515404,0.32058959149376537,-0.01526746264222495,3.2453567937438903e-06
255,0.3053221288515404,0.31826185889684416,-0.012939730045303743,3.2453567937438903e-06
256,0.28851540616246507,0.31593660684075875,-0.027421200678293678,3.2160312805474096e-06
257,0.3053221288515404,0.3136138326821286,-0.008291703830588193,3.2453567937438903e-06
258,0.2941176470588236,0.3112935337803902,-0.017175886721566613,3.2258064516129028e-06
259,0.2997198879551819,0.3089757074977939,-0.00925581954261201,3.2355816226783968e-06
260,0.28851540616246507,0.30666035119940105,-0.018144945036935978,3.2160312805474096e-06
261,0.28851540616246507,0.3043474622530808,-0.01583205609061572,3.2160312805474096e-06
262,0.28291316526610655,0.3020370380295072,-0.019123872763400662,3.2062561094819156e-06
263,0.2773109243697476,0.29972907590215636,-0.02241815153240878,3.1964809384164216e-06
264,0.28291316526610655,0.2974235732473033,-0.014510407981196738,3.2062561094819156e-06
265,0.2717086834733895,0.2951205274440189,-0.023411843970629398,3.1867057673509285e-06
266,0.2773109243697476,0.29281993587416716,-0.015509011504419579,3.1964809384164216e-06
267,0.26050420168067245,0.290521795922402,-0.03001759424172956,3.1671554252199413e-06
268,0.2717086834733895,0.28822610497616447,-0.016517421502774965,3.1867057673509285e-06
269,0.24929971988795496,0.28593286042567956,-0.036633140537724596,3.1476050830889538e-06
270,0.26050420168067245,0.28364205966395345,-0.023137857983280996,3.1671554252199413e-06
271,0.26050420168067245,0.2813537000867704,-0.020849498406097955,3.1671554252199413e-06
272,0.2549019607843135,0.2790677790926899,-0.02416581830837644,3.1573802541544473e-06
273,0.2549019607843135,0.2767842940830436,-0.021882333298730128,3.1573802541544473e-06
274,0.24369747899159644,0.2745032424619325,-0.030805763470336034,3.13782991202346e-06
275,0.24369747899159644,0.27222462163622374,-0.0285271426446273,3.13782991202346e-06
276,0.2268907563025211,0.269948429015548,-0.04305767271302691,3.1085043988269795e-06
277,0.24369747899159644,0.2676746620122963,-0.023977183020699844,3.13782991202346e-06
278,0.2268907563025211,0.2654033180416171,-0.03851256173909601,3.1085043988269795e-06
279,0.22128851540616257,0.2631343945214135,-0.04184587911525095,3.0987292277614855e-06
280,0.2268907563025211,0.2608678888723402,-0.0339771325698191,3.1085043988269795e-06
281,0.22128851540616257,0.25860379851780047,-0.0373152831116379,3.0987292277614855e-06
282,0.2324929971988794,0.25634212088394337,-0.023849123685063978,3.1182795698924726e-06
283,0.2156862745098036,0.2540828533996608,-0.0383965788898572,3.0889540566959915e-06
284,0.2268907563025211,0.2518259934965845,-0.02493523719406343,3.1085043988269795e-06
285,0.21008403361344552,0.2495715386090833,-0.03948750499563777,3.0791788856304983e-06
286,0.2156862745098036,0.2473194861742599,-0.03163321166445629,3.0889540566959915e-06
287,0.21008403361344552,0.2450698336319483,-0.034985800018502766,3.0791788856304983e-06
288,0.21008403361344552,0.24282257842471067,-0.03273854481126515,3.0791788856304983e-06
289,0.20448179271708655,0.24057771799783453,-0.03609592528074798,3.0694037145650043e-06
290,0.2324929971988794,0.2383352497993298,-0.005842252600450404,3.1182795698924726e-06
291,0.21008403361344552,0.2360951712799259,-0.02601113766648039,3.0791788856304983e-06
292,0.18767507002801098,0.23385747989306896,-0.04618240986505798,3.0400782013685236e-06
293,0.19887955182072847,0.23162217309491873,-0.03274262127419025,3.059628543499511e-06
294,0.18767507002801098,0.22938924834434585,-0.041714178316334866,3.0400782013685236e-06
295,0.18767507002801098,0.2271587031029289,-0.03948363307491792,3.0400782013685236e-06
296,0.1932773109243695,0.2249305348349515,-0.03165322391058201,3.049853372434017e-06
297,0.1708683473389354,0.2227047410073995,-0.0518363936684641,3.0107526881720425e-06
298,0.1652661064425771,0.22048131908995802,-0.05521521264738091,3.0009775171065493e-06
299,0.17647058823529393,0.21826026655500858,-0.04178967831971464,3.0205278592375365e-06
300,0.18767507002801098,0.21604158087762626,-0.02836651084961528,3.0400782013685236e-06
301,0.1652661064425771,0.21382525953557682,-0.04855915309299971,3.0009775171065493e-06
302,0.1708683473389354,0.21161130000931386,-0.040742952670378446,3.0107526881720425e-06
303,0.1596638655462186,0.20939969978197587,-0.04973583423575728,2.9912023460410554e-06
304,0.1596638655462186,0.2071904563393835,-0.0475265907931649,2.9912023460410554e-06
305,0.1596638655462186,0.20498356717003652,-0.04531970162381793,2.9912023460410554e-06
306,0.14845938375350154,0.2027790297651112,-0.05431964601160966,2.971652003910068e-06
307,0.14845938375350154,0.20057684161845724,-0.052117457864955696,2.971652003910068e-06
308,0.1372549019607845,0.19837700022659505,-0.061122098265810554,2.952101661779081e-06
309,0.14845938375350154,0.19617950308871282,-0.04772011933521128,2.971652003910068e-06
310,0.1372549019607845,0.19398434770666378,-0.05672944574587929,2.952101661779081e-06
311,0.14285714285714302,0.1917915315849633,-0.04893438872782027,2.9618768328445746e-06
312,0.1372549019607845,0.189601052230786,-0.0523461502700015,2.952101661779081e-06
313,0.126050420168067,0.187412907153963,-0.061362486985896,2.9325513196480935e-06
314,0.1372549019607845,0.18522709386697908,-0.04797219190619459,2.952101661779081e-06
315,0.12044817927170848,0.18304360988496982,-0.06259543061326134,2.9227761485826e-06
316,0.13165266106442597,0.18086245272571877,-0.0492097916612928,2.9423264907135875e-06
317,0.12044817927170848,0.17868361990965467,-0.058235440637946195,2.9227761485826e-06
318,0.126050420168067,0.1765071089598486,-0.05045668879178161,2.9325513196480935e-06
319,0.11484593837534995,0.17433291740201118,-0.059486979026661224,2.9130009775171064e-06
320,0.06442577030812302,0.1721610427644897,-0.10773527245636669,2.8250244379276634e-06
321,0.10924369747899143,0.16999148257826543,-0.060747785099274004,2.9032258064516128e-06
322,0.10924369747899143,0.1678242343769507,-0.05858053689795928,2.9032258064516128e-06
323,0.11484593837534995,0.16565929569678617,-0.050813357321436214,2.9130009775171064e-06
324,0.0980392156862746,0.16349666407663793,-0.06545744839036333,2.8836754643206252e-06
325,0.10924369747899143,0.16133633705799483,-0.0520926395790034,2.9032258064516128e-06
326,0.09243697478991586,0.15917831218496561,-0.06674133739504975,2.8739002932551316e-06
327,0.0980392156862746,0.15702258700427615,-0.05898337131800155,2.8836754643206252e-06
328,0.08123249299719881,0.1548691590652666,-0.07363666606806779,2.8543499511241445e-06
329,0.0980392156862746,0.15271802591988867,-0.05467881023361407,2.8836754643206252e-06
330,0.09243697478991586,0.15056918512270284,-0.05813221033278698,2.8739002932551316e-06
331,0.08123249299719881,0.14842263423087554,-0.06719014123367673,2.8543499511241445e-06
332,0.08683473389355734,0.1462783708041764,-0.059443636910619074,2.864125122189638e-06
333,0.07563025210084029,0.14413639240497553,-0.06850614030413524,2.844574780058651e-06
334,0.08683473389355734,0.1419966965982406,-0.055161962704683265,2.864125122189638e-06
335,0.07002801120448177,0.13985928095153422,-0.06983126974705245,2.8347996089931574e-06
336,0.07002801120448177,0.13772414303501113,-0.06769613183052936,2.8347996089931574e-06
337,0.07002801120448177,0.13559128042141538,-0.06556326921693362,2.8347996089931574e-06
338,0.06442577030812302,0.13346069068607766,-0.06903492037795464,2.8250244379276634e-06
339,0.07563025210084029,0.1313323714069125,-0.05570211930607222,2.844574780058651e-06
340,0.04761904761904745,0.1292063201644155,-0.08158727254536804,2.7956989247311822e-06
341,0.06442577030812302,0.12708253454166057,-0.06265676423353755,2.8250244379276634e-06
